region_id,deployable_region_key,candidate_id,map_family,map,agents,budget_ms,iteration_bucket,support_pairs,seed_block_support,context_support,minimum_diagnostic_pairs,minimum_strong_pairs,minimum_final_pairs,minimum_final_seed_blocks,vs_static_flow_pairs,vs_static_flow_success_regression_count,vs_static_flow_success_gain_count,vs_static_flow_both_fail_count,vs_static_flow_quality_only_pairs,vs_static_flow_quality_only_mean_delta,vs_static_flow_quality_only_median_delta,vs_static_flow_quality_ci_low,vs_static_flow_quality_ci_high,vs_static_flow_mean_corrected_delta,vs_static_flow_better_count,vs_static_flow_equal_count,vs_static_flow_worse_count,vs_static_flow_safe_high_margin_count,vs_static_flow_safe_low_margin_count,vs_family_static_pairs,vs_family_static_success_regression_count,vs_family_static_success_gain_count,vs_family_static_both_fail_count,vs_family_static_quality_only_pairs,vs_family_static_quality_only_mean_delta,vs_family_static_quality_only_median_delta,vs_family_static_quality_ci_low,vs_family_static_quality_ci_high,vs_family_static_mean_corrected_delta,vs_family_static_better_count,vs_family_static_equal_count,vs_family_static_worse_count,vs_family_static_safe_high_margin_count,vs_family_static_safe_low_margin_count,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready,region_status,safe_region,useful_safe_region,zero_regression_vs_static_and_family,near_miss_reason,global_boundary_candidate
repair5g539_s1_066|warehouse|100|500|final,warehouse|100|500|final,repair5g539_s1_066,warehouse,warehouse-10-20-10-2-1,100,500,final,9,1,9,20,60,80,3,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,boundary_underpowered_or_quality_weak,False,False,True,zero_regression_nontrivial_or_boundary_seed_block_underpowered,False
repair5g539_s1_066|warehouse|100|1000|final,warehouse|100|1000|final,repair5g539_s1_066,warehouse,warehouse-10-20-10-2-1,100,1000,final,9,1,9,20,60,80,3,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,boundary_underpowered_or_quality_weak,False,False,True,zero_regression_nontrivial_or_boundary_seed_block_underpowered,False
repair5g539_s1_066|warehouse|100|2000|final,warehouse|100|2000|final,repair5g539_s1_066,warehouse,warehouse-10-20-10-2-1,100,2000,final,10,1,10,20,60,80,3,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,boundary_underpowered_or_quality_weak,False,False,True,zero_regression_nontrivial_or_boundary_seed_block_underpowered,False
repair5g539_s1_075|maze|50|500|final,maze|50|500|final,repair5g539_s1_075,maze,maze-32-32-4,50,500,final,9,1,9,20,60,80,3,9,0,0,0,9,0,0,0,0,0,0,9,0,0,0,9,0,0,0,9,0,0,0,0,0,0,9,0,0,0,False,False,False,False,False,boundary_underpowered_or_quality_weak,False,False,True,zero_regression_nontrivial_or_boundary_seed_block_underpowered,False
repair5g539_s1_075|maze|100|500|final,maze|100|500|final,repair5g539_s1_075,maze,maze-32-32-4,100,500,final,9,1,9,20,60,80,3,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,boundary_underpowered_or_quality_weak,False,False,True,zero_regression_nontrivial_or_boundary_seed_block_underpowered,False
repair5g539_s1_075|maze|100|1000|final,maze|100|1000|final,repair5g539_s1_075,maze,maze-32-32-4,100,1000,final,10,1,10,20,60,80,3,10,0,0,0,10,0,0,0,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,0,0,0,10,0,0,0,False,False,False,False,False,boundary_underpowered_or_quality_weak,False,False,True,zero_regression_nontrivial_or_boundary_seed_block_underpowered,False
repair5g539_s1_075|random|50|500|final,random|50|500|final,repair5g539_s1_075,random,random-32-32-20,50,500,final,9,1,9,20,60,80,3,9,0,0,0,9,0,0,0,0,0,0,9,0,0,0,9,0,0,0,9,0,0,0,0,0,0,9,0,0,0,False,False,False,False,False,boundary_underpowered_or_quality_weak,False,False,True,zero_regression_nontrivial_or_boundary_seed_block_underpowered,False
repair5g539_s1_075|random|100|1000|final,random|100|1000|final,repair5g539_s1_075,random,random-32-32-20,100,1000,final,9,1,9,20,60,80,3,9,0,0,0,9,0,0,0,0,0,0,9,0,0,0,9,0,0,0,9,0,0,0,0,0,0,9,0,0,0,False,False,False,False,False,boundary_underpowered_or_quality_weak,False,False,True,zero_regression_nontrivial_or_boundary_seed_block_underpowered,False
repair5g539_s1_075|warehouse|50|500|final,warehouse|50|500|final,repair5g539_s1_075,warehouse,warehouse-10-20-10-2-1,50,500,final,9,1,9,20,60,80,3,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,boundary_underpowered_or_quality_weak,False,False,True,zero_regression_nontrivial_or_boundary_seed_block_underpowered,False
repair5g539_s1_075|warehouse|50|1000|final,warehouse|50|1000|final,repair5g539_s1_075,warehouse,warehouse-10-20-10-2-1,50,1000,final,10,1,10,20,60,80,3,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,boundary_underpowered_or_quality_weak,False,False,True,zero_regression_nontrivial_or_boundary_seed_block_underpowered,False
repair5g539_s1_075|warehouse|100|500|final,warehouse|100|500|final,repair5g539_s1_075,warehouse,warehouse-10-20-10-2-1,100,500,final,9,1,9,20,60,80,3,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,boundary_underpowered_or_quality_weak,False,False,True,zero_regression_nontrivial_or_boundary_seed_block_underpowered,False
repair5g539_s1_075|warehouse|100|1000|final,warehouse|100|1000|final,repair5g539_s1_075,warehouse,warehouse-10-20-10-2-1,100,1000,final,9,1,9,20,60,80,3,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,boundary_underpowered_or_quality_weak,False,False,True,zero_regression_nontrivial_or_boundary_seed_block_underpowered,False
repair5g539_s1_075|warehouse|100|2000|final,warehouse|100|2000|final,repair5g539_s1_075,warehouse,warehouse-10-20-10-2-1,100,2000,final,10,1,10,20,60,80,3,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,boundary_underpowered_or_quality_weak,False,False,True,zero_regression_nontrivial_or_boundary_seed_block_underpowered,False
repair5g539_s2_080|maze|50|500|final,maze|50|500|final,repair5g539_s2_080,maze,maze-32-32-4,50,500,final,9,1,9,20,60,80,3,9,0,0,0,9,0,0,0,0,0,0,9,0,0,0,9,0,0,0,9,0,0,0,0,0,0,9,0,0,0,False,False,False,False,False,boundary_underpowered_or_quality_weak,False,False,True,zero_regression_nontrivial_or_boundary_seed_block_underpowered,False
repair5g539_s2_080|maze|100|500|final,maze|100|500|final,repair5g539_s2_080,maze,maze-32-32-4,100,500,final,9,1,9,20,60,80,3,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,boundary_underpowered_or_quality_weak,False,False,True,zero_regression_nontrivial_or_boundary_seed_block_underpowered,False
repair5g539_s2_080|maze|100|1000|final,maze|100|1000|final,repair5g539_s2_080,maze,maze-32-32-4,100,1000,final,10,1,10,20,60,80,3,10,0,0,0,10,0,0,0,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,0,0,0,10,0,0,0,False,False,False,False,False,boundary_underpowered_or_quality_weak,False,False,True,zero_regression_nontrivial_or_boundary_seed_block_underpowered,False
repair5g539_s2_080|random|50|500|final,random|50|500|final,repair5g539_s2_080,random,random-32-32-20,50,500,final,9,1,9,20,60,80,3,9,0,0,0,9,0,0,0,0,0,0,9,0,0,0,9,0,0,0,9,0,0,0,0,0,0,9,0,0,0,False,False,False,False,False,boundary_underpowered_or_quality_weak,False,False,True,zero_regression_nontrivial_or_boundary_seed_block_underpowered,False
repair5g539_s2_080|random|100|1000|final,random|100|1000|final,repair5g539_s2_080,random,random-32-32-20,100,1000,final,9,1,9,20,60,80,3,9,0,0,0,9,0,0,0,0,0,0,9,0,0,0,9,0,0,0,9,0,0,0,0,0,0,9,0,0,0,False,False,False,False,False,boundary_underpowered_or_quality_weak,False,False,True,zero_regression_nontrivial_or_boundary_seed_block_underpowered,False
repair5g539_s2_080|warehouse|50|500|final,warehouse|50|500|final,repair5g539_s2_080,warehouse,warehouse-10-20-10-2-1,50,500,final,9,1,9,20,60,80,3,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,boundary_underpowered_or_quality_weak,False,False,True,zero_regression_nontrivial_or_boundary_seed_block_underpowered,False
repair5g539_s2_080|warehouse|50|1000|final,warehouse|50|1000|final,repair5g539_s2_080,warehouse,warehouse-10-20-10-2-1,50,1000,final,10,1,10,20,60,80,3,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,boundary_underpowered_or_quality_weak,False,False,True,zero_regression_nontrivial_or_boundary_seed_block_underpowered,False
repair5g539_s2_080|warehouse|100|500|final,warehouse|100|500|final,repair5g539_s2_080,warehouse,warehouse-10-20-10-2-1,100,500,final,9,1,9,20,60,80,3,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,boundary_underpowered_or_quality_weak,False,False,True,zero_regression_nontrivial_or_boundary_seed_block_underpowered,False
repair5g539_s2_080|warehouse|100|1000|final,warehouse|100|1000|final,repair5g539_s2_080,warehouse,warehouse-10-20-10-2-1,100,1000,final,9,1,9,20,60,80,3,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,boundary_underpowered_or_quality_weak,False,False,True,zero_regression_nontrivial_or_boundary_seed_block_underpowered,False
repair5g539_s2_080|warehouse|100|2000|final,warehouse|100|2000|final,repair5g539_s2_080,warehouse,warehouse-10-20-10-2-1,100,2000,final,10,1,10,20,60,80,3,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,boundary_underpowered_or_quality_weak,False,False,True,zero_regression_nontrivial_or_boundary_seed_block_underpowered,False
repair5g539_s2_082|maze|50|500|final,maze|50|500|final,repair5g539_s2_082,maze,maze-32-32-4,50,500,final,9,1,9,20,60,80,3,9,0,0,0,9,0,0,0,0,0,0,9,0,0,0,9,0,0,0,9,0,0,0,0,0,0,9,0,0,0,False,False,False,False,False,boundary_underpowered_or_quality_weak,False,False,True,zero_regression_nontrivial_or_boundary_seed_block_underpowered,False
repair5g539_s2_082|maze|100|500|final,maze|100|500|final,repair5g539_s2_082,maze,maze-32-32-4,100,500,final,9,1,9,20,60,80,3,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,boundary_underpowered_or_quality_weak,False,False,True,zero_regression_nontrivial_or_boundary_seed_block_underpowered,False
repair5g539_s2_082|maze|100|1000|final,maze|100|1000|final,repair5g539_s2_082,maze,maze-32-32-4,100,1000,final,10,1,10,20,60,80,3,10,0,0,0,10,0,0,0,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,0,0,0,10,0,0,0,False,False,False,False,False,boundary_underpowered_or_quality_weak,False,False,True,zero_regression_nontrivial_or_boundary_seed_block_underpowered,False
repair5g539_s2_082|random|50|500|final,random|50|500|final,repair5g539_s2_082,random,random-32-32-20,50,500,final,9,1,9,20,60,80,3,9,0,0,0,9,0,0,0,0,0,0,9,0,0,0,9,0,0,0,9,0,0,0,0,0,0,9,0,0,0,False,False,False,False,False,boundary_underpowered_or_quality_weak,False,False,True,zero_regression_nontrivial_or_boundary_seed_block_underpowered,False
repair5g539_s2_082|random|100|1000|final,random|100|1000|final,repair5g539_s2_082,random,random-32-32-20,100,1000,final,9,1,9,20,60,80,3,9,0,0,0,9,0,0,0,0,0,0,9,0,0,0,9,0,0,0,9,0,0,0,0,0,0,9,0,0,0,False,False,False,False,False,boundary_underpowered_or_quality_weak,False,False,True,zero_regression_nontrivial_or_boundary_seed_block_underpowered,False
repair5g539_s2_082|warehouse|50|500|final,warehouse|50|500|final,repair5g539_s2_082,warehouse,warehouse-10-20-10-2-1,50,500,final,9,1,9,20,60,80,3,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,boundary_underpowered_or_quality_weak,False,False,True,zero_regression_nontrivial_or_boundary_seed_block_underpowered,False
repair5g539_s2_082|warehouse|50|1000|final,warehouse|50|1000|final,repair5g539_s2_082,warehouse,warehouse-10-20-10-2-1,50,1000,final,10,1,10,20,60,80,3,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,boundary_underpowered_or_quality_weak,False,False,True,zero_regression_nontrivial_or_boundary_seed_block_underpowered,False
repair5g539_s2_082|warehouse|100|500|final,warehouse|100|500|final,repair5g539_s2_082,warehouse,warehouse-10-20-10-2-1,100,500,final,9,1,9,20,60,80,3,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,boundary_underpowered_or_quality_weak,False,False,True,zero_regression_nontrivial_or_boundary_seed_block_underpowered,False
repair5g539_s2_082|warehouse|100|1000|final,warehouse|100|1000|final,repair5g539_s2_082,warehouse,warehouse-10-20-10-2-1,100,1000,final,9,1,9,20,60,80,3,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,boundary_underpowered_or_quality_weak,False,False,True,zero_regression_nontrivial_or_boundary_seed_block_underpowered,False
repair5g539_s2_082|warehouse|100|2000|final,warehouse|100|2000|final,repair5g539_s2_082,warehouse,warehouse-10-20-10-2-1,100,2000,final,10,1,10,20,60,80,3,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,boundary_underpowered_or_quality_weak,False,False,True,zero_regression_nontrivial_or_boundary_seed_block_underpowered,False
repair5g539_s2_087|maze|50|500|final,maze|50|500|final,repair5g539_s2_087,maze,maze-32-32-4,50,500,final,9,1,9,20,60,80,3,9,0,0,0,9,0,0,0,0,0,0,9,0,0,0,9,0,0,0,9,0,0,0,0,0,0,9,0,0,0,False,False,False,False,False,boundary_underpowered_or_quality_weak,False,False,True,zero_regression_nontrivial_or_boundary_seed_block_underpowered,False
repair5g539_s2_087|maze|100|500|final,maze|100|500|final,repair5g539_s2_087,maze,maze-32-32-4,100,500,final,9,1,9,20,60,80,3,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,boundary_underpowered_or_quality_weak,False,False,True,zero_regression_nontrivial_or_boundary_seed_block_underpowered,False
repair5g539_s2_087|maze|100|1000|final,maze|100|1000|final,repair5g539_s2_087,maze,maze-32-32-4,100,1000,final,10,1,10,20,60,80,3,10,0,0,0,10,0,0,0,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,0,0,0,10,0,0,0,False,False,False,False,False,boundary_underpowered_or_quality_weak,False,False,True,zero_regression_nontrivial_or_boundary_seed_block_underpowered,False
repair5g539_s2_087|random|50|500|final,random|50|500|final,repair5g539_s2_087,random,random-32-32-20,50,500,final,9,1,9,20,60,80,3,9,0,0,0,9,0,0,0,0,0,0,9,0,0,0,9,0,0,0,9,0,0,0,0,0,0,9,0,0,0,False,False,False,False,False,boundary_underpowered_or_quality_weak,False,False,True,zero_regression_nontrivial_or_boundary_seed_block_underpowered,False
repair5g539_s2_087|random|100|1000|final,random|100|1000|final,repair5g539_s2_087,random,random-32-32-20,100,1000,final,9,1,9,20,60,80,3,9,0,0,0,9,0,0,0,0,0,0,9,0,0,0,9,0,0,0,9,0,0,0,0,0,0,9,0,0,0,False,False,False,False,False,boundary_underpowered_or_quality_weak,False,False,True,zero_regression_nontrivial_or_boundary_seed_block_underpowered,False
repair5g539_s2_087|warehouse|50|500|final,warehouse|50|500|final,repair5g539_s2_087,warehouse,warehouse-10-20-10-2-1,50,500,final,9,1,9,20,60,80,3,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,boundary_underpowered_or_quality_weak,False,False,True,zero_regression_nontrivial_or_boundary_seed_block_underpowered,False
repair5g539_s2_087|warehouse|50|1000|final,warehouse|50|1000|final,repair5g539_s2_087,warehouse,warehouse-10-20-10-2-1,50,1000,final,10,1,10,20,60,80,3,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,boundary_underpowered_or_quality_weak,False,False,True,zero_regression_nontrivial_or_boundary_seed_block_underpowered,False
repair5g539_s2_087|warehouse|100|500|final,warehouse|100|500|final,repair5g539_s2_087,warehouse,warehouse-10-20-10-2-1,100,500,final,9,1,9,20,60,80,3,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,boundary_underpowered_or_quality_weak,False,False,True,zero_regression_nontrivial_or_boundary_seed_block_underpowered,False
repair5g539_s2_087|warehouse|100|1000|final,warehouse|100|1000|final,repair5g539_s2_087,warehouse,warehouse-10-20-10-2-1,100,1000,final,9,1,9,20,60,80,3,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,boundary_underpowered_or_quality_weak,False,False,True,zero_regression_nontrivial_or_boundary_seed_block_underpowered,False
repair5g539_s2_087|warehouse|100|2000|final,warehouse|100|2000|final,repair5g539_s2_087,warehouse,warehouse-10-20-10-2-1,100,2000,final,10,1,10,20,60,80,3,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,boundary_underpowered_or_quality_weak,False,False,True,zero_regression_nontrivial_or_boundary_seed_block_underpowered,False
repair5g539_s2_088|maze|50|500|final,maze|50|500|final,repair5g539_s2_088,maze,maze-32-32-4,50,500,final,9,1,9,20,60,80,3,9,0,0,0,9,0,0,0,0,0,0,9,0,0,0,9,0,0,0,9,0,0,0,0,0,0,9,0,0,0,False,False,False,False,False,boundary_underpowered_or_quality_weak,False,False,True,zero_regression_nontrivial_or_boundary_seed_block_underpowered,False
repair5g539_s2_088|maze|100|500|final,maze|100|500|final,repair5g539_s2_088,maze,maze-32-32-4,100,500,final,9,1,9,20,60,80,3,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,boundary_underpowered_or_quality_weak,False,False,True,zero_regression_nontrivial_or_boundary_seed_block_underpowered,False
repair5g539_s2_088|maze|100|1000|final,maze|100|1000|final,repair5g539_s2_088,maze,maze-32-32-4,100,1000,final,10,1,10,20,60,80,3,10,0,0,0,10,0,0,0,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,0,0,0,10,0,0,0,False,False,False,False,False,boundary_underpowered_or_quality_weak,False,False,True,zero_regression_nontrivial_or_boundary_seed_block_underpowered,False
repair5g539_s2_088|random|50|500|final,random|50|500|final,repair5g539_s2_088,random,random-32-32-20,50,500,final,9,1,9,20,60,80,3,9,0,0,0,9,0,0,0,0,0,0,9,0,0,0,9,0,0,0,9,0,0,0,0,0,0,9,0,0,0,False,False,False,False,False,boundary_underpowered_or_quality_weak,False,False,True,zero_regression_nontrivial_or_boundary_seed_block_underpowered,False
repair5g539_s2_088|random|100|1000|final,random|100|1000|final,repair5g539_s2_088,random,random-32-32-20,100,1000,final,9,1,9,20,60,80,3,9,0,0,0,9,0,0,0,0,0,0,9,0,0,0,9,0,0,0,9,0,0,0,0,0,0,9,0,0,0,False,False,False,False,False,boundary_underpowered_or_quality_weak,False,False,True,zero_regression_nontrivial_or_boundary_seed_block_underpowered,False
repair5g539_s2_088|warehouse|50|500|final,warehouse|50|500|final,repair5g539_s2_088,warehouse,warehouse-10-20-10-2-1,50,500,final,9,1,9,20,60,80,3,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,boundary_underpowered_or_quality_weak,False,False,True,zero_regression_nontrivial_or_boundary_seed_block_underpowered,False
repair5g539_s2_088|warehouse|50|1000|final,warehouse|50|1000|final,repair5g539_s2_088,warehouse,warehouse-10-20-10-2-1,50,1000,final,10,1,10,20,60,80,3,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,boundary_underpowered_or_quality_weak,False,False,True,zero_regression_nontrivial_or_boundary_seed_block_underpowered,False
repair5g539_s2_088|warehouse|100|500|final,warehouse|100|500|final,repair5g539_s2_088,warehouse,warehouse-10-20-10-2-1,100,500,final,9,1,9,20,60,80,3,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,boundary_underpowered_or_quality_weak,False,False,True,zero_regression_nontrivial_or_boundary_seed_block_underpowered,False
repair5g539_s2_088|warehouse|100|1000|final,warehouse|100|1000|final,repair5g539_s2_088,warehouse,warehouse-10-20-10-2-1,100,1000,final,9,1,9,20,60,80,3,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,boundary_underpowered_or_quality_weak,False,False,True,zero_regression_nontrivial_or_boundary_seed_block_underpowered,False
repair5g539_s2_088|warehouse|100|2000|final,warehouse|100|2000|final,repair5g539_s2_088,warehouse,warehouse-10-20-10-2-1,100,2000,final,10,1,10,20,60,80,3,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,boundary_underpowered_or_quality_weak,False,False,True,zero_regression_nontrivial_or_boundary_seed_block_underpowered,False
repair5g539_s2_095|maze|50|500|final,maze|50|500|final,repair5g539_s2_095,maze,maze-32-32-4,50,500,final,9,1,9,20,60,80,3,9,0,0,0,9,0,0,0,0,0,0,9,0,0,0,9,0,0,0,9,0,0,0,0,0,0,9,0,0,0,False,False,False,False,False,boundary_underpowered_or_quality_weak,False,False,True,zero_regression_nontrivial_or_boundary_seed_block_underpowered,False
repair5g539_s2_095|maze|100|500|final,maze|100|500|final,repair5g539_s2_095,maze,maze-32-32-4,100,500,final,9,1,9,20,60,80,3,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,boundary_underpowered_or_quality_weak,False,False,True,zero_regression_nontrivial_or_boundary_seed_block_underpowered,False
repair5g539_s2_095|maze|100|1000|final,maze|100|1000|final,repair5g539_s2_095,maze,maze-32-32-4,100,1000,final,10,1,10,20,60,80,3,10,0,0,0,10,0,0,0,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,0,0,0,10,0,0,0,False,False,False,False,False,boundary_underpowered_or_quality_weak,False,False,True,zero_regression_nontrivial_or_boundary_seed_block_underpowered,False
repair5g539_s2_095|random|50|500|final,random|50|500|final,repair5g539_s2_095,random,random-32-32-20,50,500,final,9,1,9,20,60,80,3,9,0,0,0,9,0,0,0,0,0,0,9,0,0,0,9,0,0,0,9,0,0,0,0,0,0,9,0,0,0,False,False,False,False,False,boundary_underpowered_or_quality_weak,False,False,True,zero_regression_nontrivial_or_boundary_seed_block_underpowered,False
repair5g539_s2_095|random|100|1000|final,random|100|1000|final,repair5g539_s2_095,random,random-32-32-20,100,1000,final,9,1,9,20,60,80,3,9,0,0,0,9,0,0,0,0,0,0,9,0,0,0,9,0,0,0,9,0,0,0,0,0,0,9,0,0,0,False,False,False,False,False,boundary_underpowered_or_quality_weak,False,False,True,zero_regression_nontrivial_or_boundary_seed_block_underpowered,False
repair5g539_s2_095|warehouse|50|500|final,warehouse|50|500|final,repair5g539_s2_095,warehouse,warehouse-10-20-10-2-1,50,500,final,9,1,9,20,60,80,3,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,boundary_underpowered_or_quality_weak,False,False,True,zero_regression_nontrivial_or_boundary_seed_block_underpowered,False
repair5g539_s2_095|warehouse|50|1000|final,warehouse|50|1000|final,repair5g539_s2_095,warehouse,warehouse-10-20-10-2-1,50,1000,final,10,1,10,20,60,80,3,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,boundary_underpowered_or_quality_weak,False,False,True,zero_regression_nontrivial_or_boundary_seed_block_underpowered,False
repair5g539_s2_095|warehouse|100|500|final,warehouse|100|500|final,repair5g539_s2_095,warehouse,warehouse-10-20-10-2-1,100,500,final,9,1,9,20,60,80,3,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,boundary_underpowered_or_quality_weak,False,False,True,zero_regression_nontrivial_or_boundary_seed_block_underpowered,False
